id,submitdate,lastpage,startlanguage,seed,DT01_SQ001_,DT01_SQ011_,DT01_SQ002_,DT01_SQ005_,DT01_SQ004_,DT01_SQ003_,DT01_SQ006_,DT01_SQ007_,DT01_SQ008_,DT01_SQ009_,DT01_SQ010_,DT01_other_,DT06_SQ001_,DT06_SQ002_,DT06_SQ003_,DT06_SQ004_,DT06_other_,DT02_SQ001_,DT02_SQ002_,DT02_SQ003_,DT02_SQ006_,DT02_SQ005_,DT02_other_,DT03,DT03_other_,DT04a,DT04b,DT05a,DT05b,DQ01,DQ02,DQ03_SQ001_,DQ03_SQ002_,DQ04,DHRP01,DHRP02_SQ001_,DHRP02_SQ002_,DHRP02_SQ003_,DHRP02_SQ004_,DHRP07_SQ001_,DHRP07_SQ001comment_,DHRP07_SQ002_,DHRP07_SQ002comment_,DHRP07_SQ003_,DHRP07_SQ003comment_,DHRP07_SQ004_,DHRP07_SQ004comment_,DHRP07_SQ005_,DHRP07_SQ005comment_,DHRP07_SQ006_,DHRP07_SQ006comment_,DHRP07_other_,DHRP07_othercomment_,DHRP06_SQ001_,DHRP06_SQ002_,DHRP06_SQ003_,DHRP06_SQ004_,DHRP05_SQ001_,DHRP05_SQ002_,DHRP05_SQ003_,DHRP05_SQ004_,DHRP03a_SQ001_,DHRP03a_SQ002_,DHRP03a_SQ003_,DHRP03b_SQ001_,DHRP03b_SQ002_,DHRP03b_SQ003_,DHRP03c_SQ001_,DHRP03c_SQ002_,DHRP03c_SQ003_,DHRP04_SQ001_,DHRP04_SQ002_,DHRP04_SQ003_,DHRP04_SQ004_,ORDM01,ORDM02_SQ001_,ORDM02_SQ002_,ORDM02_SQ003_,ORDM02_SQ016_,ORDM02_SQ004_,ORDM02_SQ005_,ORDM02_SQ006_,ORDM02_SQ007_,ORDM02_SQ008_,ORDM02_SQ009_,ORDM02_SQ010_,ORDM02_SQ011_,ORDM02_SQ012_,ORDM02_SQ013_,ORDM02_SQ014_,ORDM02_SQ015_,ORDM03,D03,D03_other_,D06,D02_SQ001_,D02_SQ002_,D02_SQ008_,D02_SQ003_,D02_SQ004_,D02_SQ005_,D02_SQ006_,D02_SQ007_,D02_other_
172,1980-01-01T00:00:00Z,5,de,545836815,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,NA,Yes,Yes,Yes,No,Yes,NA,Predominantly proprietary formats,NA,Yes,industrielle Forschungsaufträge; personenbezogene metabolische Studien,Yes,vorwiegend Lebensmittel,10 GB - 99 GB,0 - 99 GB,< 10 GB,10 GB - 99 GB,5-9 people,>20,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",No,NA,Yes,industrierelevante Projektdaten,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to agree,Completely disagree,Tend to agree,Rarely,"Never, or almost never","Always, or almost always","Never, or almost never",NA,NA,NA,"Never, or almost never",Rarely,Sometimes,Most of the time,Sometimes,"Never, or almost never","Always, or almost always",Rarely,"Never, or almost never","Never, or almost never",To little or no extent at all,To some extent,To some extent,To little or no extent at all,To some extent,To little or no extent at all,To a large extent,To some extent,To some extent,To a large extent,To some extent,To a large extent,To little or no extent at all,To a large extent,To some extent,To some extent,To a large extent,NA,Doctorate/PhD,NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,No,Yes,No,No,No,No,No,NA
175,1980-01-01T00:00:00Z,5,de,1418471820,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,No,Yes,No,NA,Yes,Yes,Yes,No,Yes,NA,Proprietary and open source formats,NA,Yes,NA,Yes,NA,10 GB - 99 GB,100 GB - 499 GB,10 GB - 99 GB,10 GB - 99 GB,5-9 people,NA,NA,NA,NA,NA,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to agree,Completely disagree,Tend to agree,Most of the time,"Never, or almost never",Sometimes,"Never, or almost never",NA,NA,NA,Rarely,Sometimes,Sometimes,Most of the time,Rarely,Rarely,Sometimes,"Always, or almost always",Rarely,Rarely,To some extent,To some extent,To some extent,To little or no extent at all,To some extent,To some extent,To a large extent,To some extent,To a large extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Electrical and Information Engineering,No,No,No,No,No,No,Yes,No,NA
176,1980-01-01T00:00:00Z,5,de,862282718,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,NA,No,No,Yes,No,NA,No,No,No,No,Yes,NA,Proprietary and open source formats,NA,No,NA,Yes,Prüfproben,1 GB - 9 GB,0 - 99 GB,10 GB - 99 GB,< 10 GB,Fewer than 5 people,1-5,Rarely,Rarely,Rarely,Rarely,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Sometimes,Rarely,Sometimes,Rarely,NA,NA,NA,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Most of the time,Most of the time,Rarely,Rarely,To some extent,To some extent,To some extent,Do not know/cannot answer,Do not know/cannot answer,To some extent,To a large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,Doctorate/PhD,NA,Civil Engineering Sciences,No,No,No,No,Yes,No,No,No,NA
177,1980-01-01T00:00:00Z,5,de,2076388954,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,NA,Yes,No,No,No,NA,No,No,No,No,Yes,NA,Proprietary and open source formats,NA,No,NA,No,NA,100 GB - 499 GB,100 GB - 499 GB,100 GB - 999 GB,100 GB - 999 GB,5-9 people,1-5,"Never, or almost never",Do not know/cannot answer,"Never, or almost never","Never, or almost never",No,NA,Yes,z.B. im Rahmen von Konsortialprojekten,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,Most of the time,"Always, or almost always",Most of the time,"Never, or almost never",GitHub,SVN,NA,Rarely,Rarely,Sometimes,Most of the time,Sometimes,NA,Sometimes,"Always, or almost always",Sometimes,"Never, or almost never",To some extent,To a large extent,To a very large extent,To little or no extent at all,To some extent,To a large extent,To little or no extent at all,To little or no extent at all,To some extent,To a large extent,To some extent,To some extent,To little or no extent at all,To some extent,To a large extent,To a very large extent,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,"Mathematics, Physics, and Geodesy",No,No,No,No,No,No,Yes,No,NA
180,1980-01-01T00:00:00Z,5,de,314766924,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,NA,No,No,No,Yes,NA,No,No,Yes,No,No,NA,Predominantly open source formats,NA,Yes,"Modelldaten, Geomtrien für Simulationen",No,NA,1 GB - 9 GB,0 - 99 GB,< 10 GB,< 10 GB,Fewer than 5 people,1-5,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,Yes,nur Teile oder unkritsche Modelldaten,No,NA,No,NA,NA,NA,Tend to agree,Don't know/Cannot answer,Don't know/Cannot answer,Tend to agree,Rarely,Sometimes,Sometimes,"Never, or almost never",arXiv,"Git (non public, hosted by university)","svn (non public, hosted by university)","Never, or almost never",Sometimes,"Never, or almost never",NA,NA,NA,"Always, or almost always","Always, or almost always",Most of the time,"Never, or almost never",To a large extent,Do not know/cannot answer,To a large extent,Do not know/cannot answer,To a large extent,To some extent,To some extent,To a large extent,To a very large extent,To a very large extent,To some extent,To a large extent,To little or no extent at all,To some extent,To a very large extent,To a very large extent,To a large extent,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",No,Yes,No,No,No,No,No,No,NA
181,1980-01-01T00:00:00Z,5,de,1677583370,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,NA,Yes,No,Yes,No,NA,No,Yes,No,No,No,NA,Proprietary and open source formats,NA,No,NA,Yes,Materialproben,100 MB - 999 MB,100 GB - 499 GB,< 10 GB,100 GB - 999 GB,Fewer than 5 people,NA,NA,NA,NA,NA,Yes,Open Access Publikationen,Yes,"In Projektmeetings, an Kollegen mit denen zusammen gearbeitet wird",No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to agree,Tend to disagree,Completely agree,Sometimes,"Never, or almost never",Most of the time,"Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never",Sometimes,Sometimes,Sometimes,Sometimes,"Always, or almost always",Rarely,Sometimes,Sometimes,To some extent,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,No,No,No,No,No,Yes,No,NA
186,1980-01-01T00:00:00Z,5,de,1526028185,No,No,No,Yes,No,No,No,No,Yes,No,Yes,NA,No,No,No,Yes,NA,No,No,Yes,Yes,No,NA,Predominantly open source formats,NA,No,NA,No,NA,Up to 99 MB,0 - 99 GB,< 10 GB,< 10 GB,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,No,NA,Yes,NA,NA,NA,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",arXiv,NA,NA,"Never, or almost never",Rarely,Rarely,Rarely,Sometimes,"Never, or almost never","Always, or almost always","Always, or almost always",Most of the time,Rarely,To little or no extent at all,To little or no extent at all,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,To some extent,To little or no extent at all,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",No,Yes,No,No,No,No,No,No,NA
188,1980-01-01T00:00:00Z,5,de,532173870,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,NA,No,Yes,No,No,NA,No,No,No,No,No,NA,Predominantly open source formats,NA,Yes,Computer-readable text data,Yes,Silicon wafers,Up to 99 MB,100 GB - 499 GB,NA,10 GB - 99 GB,10-19 people,6-10,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",Yes,publications and talks at conferences,No,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Completely agree,Completely disagree,Completely agree,"Always, or almost always",Most of the time,Most of the time,Most of the time,GitHub,Dropbox,NA,"Never, or almost never",Rarely,Rarely,Rarely,"Always, or almost always","Always, or almost always","Always, or almost always","Always, or almost always",Most of the time,"Always, or almost always",To little or no extent at all,To a very large extent,To a very large extent,To little or no extent at all,To a very large extent,To a very large extent,To a very large extent,To a very large extent,To a very large extent,To a very large extent,To little or no extent at all,To some extent,To some extent,To some extent,To some extent,To some extent,To a very large extent,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",No,Yes,No,No,No,No,No,No,NA
189,1980-01-01T00:00:00Z,5,de,1880918405,No,No,Yes,No,No,No,No,No,Yes,No,Yes,NA,No,Yes,No,No,NA,No,No,Yes,No,No,NA,Predominantly open source formats,NA,No,NA,No,NA,1 GB - 9 GB,0 - 99 GB,NA,NA,Fewer than 5 people,1-5,Sometimes,"Always, or almost always",Sometimes,Rarely,No,NA,No,NA,No,NA,Yes,unter Bedingungen,No,NA,No,NA,NA,NA,Tend to agree,Don't know/Cannot answer,Tend to disagree,Completely agree,Sometimes,Most of the time,"Never, or almost never",Do not know/cannot answer,gitlab,github,owncloud,Rarely,Rarely,Sometimes,Rarely,Sometimes,Most of the time,"Always, or almost always",Sometimes,Most of the time,Rarely,To a large extent,To some extent,To some extent,To some extent,To some extent,To some extent,To little or no extent at all,To a large extent,To a very large extent,To a large extent,To some extent,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,Do not know/cannot answer,Do not know/cannot answer,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Computer Science and Biomedical Engineering,No,No,No,No,No,No,Yes,No,NA
190,1980-01-01T00:00:00Z,5,de,57656305,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,NA,Yes,No,No,No,NA,No,No,Yes,No,Yes,NA,Do not know/Cannot answer,NA,Yes,Messdaten,No,NA,1 GB - 9 GB,0 - 99 GB,100 GB - 999 GB,10 GB - 99 GB,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,Yes,NA,No,NA,Yes,NA,No,NA,No,NA,NA,NA,Completely agree,Completely disagree,Tend to agree,Completely agree,Most of the time,Sometimes,"Never, or almost never","Never, or almost never",OneDrive,TU Graz,NA,"Never, or almost never",Rarely,Sometimes,Most of the time,Rarely,Rarely,Rarely,Most of the time,Sometimes,Sometimes,To a large extent,Do not know/cannot answer,To a large extent,Do not know/cannot answer,To some extent,To a large extent,To some extent,To a large extent,To little or no extent at all,To little or no extent at all,Do not know/cannot answer,To some extent,Do not know/cannot answer,To a large extent,To little or no extent at all,To a very large extent,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Electrical and Information Engineering,No,No,No,No,No,Yes,Yes,No,NA
191,1980-01-01T00:00:00Z,5,de,1123000644,No,Yes,No,Yes,No,No,No,No,No,No,Yes,NA,Yes,No,No,No,NA,No,Yes,Yes,No,Yes,NA,Predominantly open source formats,NA,No,NA,Yes,Elektronische Bauteile und kleine elektronische Systeme/Baugruppen,100 MB - 999 MB,0 - 99 GB,10 GB - 99 GB,10 GB - 99 GB,Fewer than 5 people,1-5,"Never, or almost never",Rarely,Do not know/cannot answer,Do not know/cannot answer,No,NA,No,NA,No,NA,Yes,"Code wird vielleicht veröffentlicht, für Daten wird gerade eine eigene Datenbank in Zusammenarbeit mit ZID erstellt. Tony Ross-Hellauer hat bereits eine Mail diesbezüglich erhalten. Betreff: ""[Open Sciences] Datenbank für Forschungsergebnisse"" erhalten",No,NA,No,NA,NA,NA,Completely disagree,Don't know/Cannot answer,Tend to agree,Completely agree,"Never, or almost never","Never, or almost never",Rarely,Do not know/cannot answer,NA,NA,NA,Rarely,Do not know/cannot answer,"Never, or almost never",NA,NA,NA,"Always, or almost always","Never, or almost never","Never, or almost never","Never, or almost never",To a large extent,To little or no extent at all,To a very large extent,To little or no extent at all,To some extent,To a very large extent,To some extent,To some extent,To some extent,To a very large extent,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To a large extent,To a large extent,To a very large extent,"Ich bin ein von Steuergeldern finanzierter Universitäts-Assistent. Ich bin deshalb der Auffassung, dass alles was ich erforsche der Öffentlichkeit zur Verfügung gestellt werden MUSS.
Wenn dann mein Professor aus meiner Idee/Datenbank nur Geld machen will, stellt es mir auf gut Deutsch die Haare auf.
Der finanzielle Aspekt war für meinen Doktorvater bislang auch der einzige Grund, um sich tatsächlich für mein Projekt zu interessieren. Sonstige Meetings haben eher einen gespielt-interessierten Eindruck gemacht. Das Projekt wurde im Übrigen vom Professor vorgeschlagen und ist nicht von meiner Seite aus gestartet worden. Soweit haben wir's mittlerweile gebracht. BRAVO!","Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Electrical and Information Engineering,No,No,No,Yes,No,Yes,Yes,No,NA
192,1980-01-01T00:00:00Z,5,de,1624211476,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,No,No,No,NA,Yes,Yes,No,No,Yes,NA,Proprietary formats exclusively,NA,No,NA,Yes,NA,10 GB - 99 GB,NA,NA,NA,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Don't know/Cannot answer,Don't know/Cannot answer,Tend to agree,"Always, or almost always","Never, or almost never",Do not know/cannot answer,Do not know/cannot answer,NA,NA,NA,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,NA,NA,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To a large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To some extent,Do not know/cannot answer,Do not know/cannot answer,To some extent,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,No,No,No,No,No,Yes,No,NA
193,1980-01-01T00:00:00Z,5,de,1565837316,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,NA,Yes,Yes,Yes,No,NA,No,No,Yes,Yes,No,NA,Predominantly open source formats,NA,No,NA,No,NA,100 MB - 999 MB,0 - 99 GB,10 GB - 99 GB,10 GB - 99 GB,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,No,NA,No,NA,No,NA,No,NA,Yes,"Wir haben noch nicht festgelegt, ob und wie unser Ouput, inbesondere Code, weitergegeben werden soll.",NA,NA,Completely agree,Don't know/Cannot answer,Tend to disagree,Completely agree,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,NA,NA,Do not know/cannot answer,Do not know/cannot answer,Rarely,Sometimes,"Never, or almost never","Never, or almost never",Most of the time,Sometimes,Rarely,"Never, or almost never",Do not know/cannot answer,To some extent,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,To some extent,To some extent,To some extent,To a large extent,To little or no extent at all,To a large extent,Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,"Mathematics, Physics, and Geodesy",No,No,No,No,No,No,Yes,No,NA
196,1980-01-01T00:00:00Z,5,de,1693579604,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,NA,Yes,Yes,No,No,NA,Yes,Yes,Yes,Yes,Yes,NA,Predominantly proprietary formats,NA,Yes,geheim,Yes,Batterien,1 GB - 9 GB,0 - 99 GB,NA,10 GB - 99 GB,Fewer than 5 people,11-20,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Don't know/Cannot answer,Don't know/Cannot answer,Don't know/Cannot answer,Don't know/Cannot answer,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Always, or almost always",Sometimes,"Never, or almost never","Never, or almost never",Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,Doctorate/PhD,NA,Electrical and Information Engineering,No,No,No,No,Yes,No,No,No,NA
197,1980-01-01T00:00:00Z,5,de,5911505,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,NA,Yes,Yes,No,No,NA,No,No,Yes,No,Yes,NA,Proprietary and open source formats,NA,Yes,Smart Meter Daten,No,NA,100 MB - 999 MB,500 GB - 900 GB,100 GB - 999 GB,10 GB - 99 GB,Fewer than 5 people,11-20,Sometimes,Most of the time,Most of the time,Rarely,No,NA,Yes,NA,Yes,NA,Yes,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to disagree,Tend to disagree,Tend to agree,Sometimes,Most of the time,Sometimes,"Never, or almost never",Nextcloud,Github,NA,Sometimes,Sometimes,Sometimes,NA,NA,Most of the time,Most of the time,Most of the time,Sometimes,"Never, or almost never",To a large extent,To a large extent,To a large extent,Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,To some extent,To some extent,To a very large extent,To some extent,To some extent,To a large extent,To a large extent,To little or no extent at all,To some extent,To some extent,To little or no extent at all,NA,Doctorate/PhD,NA,Civil Engineering Sciences,No,Yes,No,No,No,No,No,No,NA
199,1980-01-01T00:00:00Z,5,de,1709008911,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,No,Yes,No,NA,Yes,Yes,No,No,Yes,NA,Do not know/Cannot answer,NA,No,NA,Yes,Produkte und Materialien aus dem Bauwesen,1 GB - 9 GB,0 - 99 GB,< 10 GB,10 GB - 99 GB,5-9 people,1-5,Do not know/cannot answer,Most of the time,"Never, or almost never",Most of the time,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to agree,Completely disagree,Completely agree,Sometimes,Do not know/cannot answer,Sometimes,Do not know/cannot answer,NA,NA,NA,"Never, or almost never",Sometimes,Most of the time,Rarely,"Always, or almost always",Sometimes,Rarely,"Always, or almost always","Never, or almost never","Never, or almost never",Do not know/cannot answer,To some extent,To a large extent,To a large extent,To a large extent,To a very large extent,To little or no extent at all,To a large extent,To a very large extent,To some extent,To a large extent,To a large extent,To little or no extent at all,To a very large extent,To some extent,To a large extent,To a very large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Architecture,No,No,No,No,No,Yes,No,No,NA
201,1980-01-01T00:00:00Z,5,de,1717856300,No,No,No,No,No,No,No,No,Yes,No,Yes,NA,No,Yes,No,No,NA,No,Yes,Yes,No,Yes,NA,Proprietary and open source formats,NA,Yes,(Neuro) Physiologischen Daten,No,NA,100 MB - 999 MB,1 TB - 5 TB,10 GB - 99 GB,1 TB - 10 TB,20-29 people,1-5,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",Yes,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to agree,Completely disagree,Completely agree,Sometimes,Rarely,Sometimes,Most of the time,Frontiers,NA,NA,"Never, or almost never","Never, or almost never",Rarely,Sometimes,Most of the time,"Always, or almost always","Always, or almost always",Most of the time,Rarely,"Never, or almost never",To little or no extent at all,To some extent,To some extent,Do not know/cannot answer,To some extent,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To some extent,To a large extent,To a large extent,To a large extent,To a large extent,NA,Doctorate/PhD,NA,Computer Science and Biomedical Engineering,No,No,Yes,No,No,No,No,No,NA
